process	tag	realtime	%cpu	%mem	rss	peak_rss	peak_vmem	duration	memory
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-100_effect-2_sigma-indep_corr-0-fold_2	9.8s	98.7%	0.3%	520 MB	520 MB	1.6 GB	10.2s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-def_corr-0-fold_2-full	9.7s	96.7%	0.3%	552.3 MB	552.3 MB	1.7 GB	10.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-1-fold_1-null	9.8s	97.9%	0.3%	552.7 MB	552.7 MB	1.7 GB	10.3s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-1-fold_1	9.3s	99.3%	0.3%	561.4 MB	561.4 MB	1.7 GB	9.7s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-0.5-fold_1	9.8s	99.2%	0.3%	517.2 MB	517.2 MB	1.6 GB	10.2s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-0.5-fold_2	9.3s	99.0%	0.3%	544 MB	544 MB	1.6 GB	9.7s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0-fold_1	10s	109.4%	0.3%	642.9 MB	642.9 MB	1.7 GB	10.4s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0-fold_2-full	10.6s	120.3%	0.3%	633.5 MB	633.5 MB	1.7 GB	11s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0-fold_1-null	10.3s	102.0%	0.3%	613.4 MB	613.4 MB	1.7 GB	10.8s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_1	9.5s	107.7%	0.3%	545.4 MB	545.4 MB	1.6 GB	9.9s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-1-fold_1-full	10.6s	122.7%	0.3%	667.5 MB	667.5 MB	1.9 GB	11.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-1-fold_2-full	11.7s	110.2%	0.3%	656.6 MB	656.6 MB	1.9 GB	12.3s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-100_effect-2_sigma-indep_corr-0-fold_2	1.5s	147.7%	0.0%	85.9 MB	85.9 MB	1.2 GB	1.9s	512 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-50_effect-2_sigma-indep_corr-1-fold_1	1.5s	117.1%	0.0%	5.4 MB	5.4 MB	94 MB	2s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-def_corr-0-fold_2-diablo-full	3.6s	99.2%	0.1%	249.2 MB	249.2 MB	1.5 GB	4s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-indep_corr-1-fold_1-diablo-null	3.3s	100.8%	0.1%	244 MB	244 MB	1.3 GB	3.7s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-50_effect-2_sigma-indep_corr-0.5-fold_2	1.4s	133.9%	0.0%	5.4 MB	5.4 MB	93.8 MB	1.9s	512 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-0-fold_1	1.8s	110.0%	0.0%	5.1 MB	5.1 MB	89.6 MB	2.2s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	tcga-kipan-fold_2-null	17.2s	107.4%	0.5%	909.8 MB	909.8 MB	2.1 GB	17.6s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_1	1.4s	130.5%	0.0%	5 MB	5 MB	89.5 MB	1.9s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	tcga-kipan-fold_1-full	18.9s	117.7%	0.5%	906.1 MB	906.1 MB	2.1 GB	19.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-0-fold_2-diablo-full	4.5s	101.2%	0.1%	250.8 MB	250.8 MB	1.5 GB	5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-0-fold_1-diablo-null	4.2s	113.3%	0.1%	249.9 MB	249.9 MB	1.5 GB	4.7s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-1-fold_1-diablo-full	4.4s	99.8%	0.1%	250.5 MB	250.5 MB	1.5 GB	4.9s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-1-fold_2-diablo-full	4.4s	102.0%	0.1%	250.4 MB	250.4 MB	1.5 GB	4.9s	256 MB
PREPARE_DATA:PREPARE_MU_DATA	sim-data_n-100_effect-2_sigma-def_corr-0.5	2.7s	81.6%	0.1%	142.4 MB	142.4 MB	827.8 MB	3.1s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	tcga-kipan-fold_2-diablo-null	5s	120.8%	0.2%	389.2 MB	389.2 MB	1.6 GB	5.4s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_p-200_j-3_beta-30_s-39-fold_1-null	10.8s	93.2%	0.3%	558.6 MB	558.6 MB	1.7 GB	11.3s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-100_effect-2_sigma-def_corr-0	11.8s	95.0%	0.4%	699.6 MB	699.6 MB	1.8 GB	12.2s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-100_effect-2_sigma-def_corr-0	10.9s	101.2%	0.4%	702.1 MB	702.1 MB	2.1 GB	11.3s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-100_effect-2_sigma-def_corr-0	11.2s	96.2%	0.3%	652.6 MB	652.6 MB	1.7 GB	11.7s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-100_effect-2_sigma-def_corr-1	12.1s	96.3%	0.4%	699.5 MB	699.5 MB	1.8 GB	12.6s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-50_effect-2_sigma-def_corr-1	12s	99.5%	0.4%	708.9 MB	709.8 MB	2.1 GB	12.5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-50_effect-2_sigma-def_corr-1	11.6s	92.1%	0.3%	652.5 MB	652.5 MB	1.7 GB	12s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-50_effect-2_sigma-def_corr-0	11.6s	96.1%	0.4%	709.3 MB	709.3 MB	2.1 GB	12s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-50_effect-2_sigma-def_corr-0	11.9s	91.2%	0.4%	700.5 MB	700.5 MB	1.8 GB	12.4s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-50_effect-2_sigma-def_corr-0.5	12.1s	92.0%	0.3%	652.4 MB	652.4 MB	1.7 GB	12.5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-50_effect-2_sigma-def_corr-0.5	11.9s	97.1%	0.4%	685 MB	685 MB	2.1 GB	12.4s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-50_effect-2_sigma-indep_corr-0.5	12.3s	97.9%	0.4%	712.3 MB	712.3 MB	2.1 GB	12.8s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-500_effect-2_sigma-def_corr-1	13.5s	93.1%	0.3%	651.6 MB	651.6 MB	1.7 GB	14.2s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-500_effect-2_sigma-def_corr-0	14s	92.6%	0.3%	652.6 MB	652.6 MB	1.7 GB	14.4s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-500_effect-2_sigma-indep_corr-0.5	12s	102.9%	0.4%	685.7 MB	685.7 MB	2.1 GB	12.5s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-500_effect-2_sigma-def_corr-0	14.6s	93.8%	0.4%	703.5 MB	703.5 MB	1.8 GB	15s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-500_effect-2_sigma-indep_corr-0.5	12.5s	93.5%	0.3%	653.9 MB	653.9 MB	1.7 GB	13s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-indep_corr-0.5-fold_1-full	11.9s	100.6%	0.3%	552.6 MB	552.6 MB	1.7 GB	12.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-indep_corr-0.5-fold_1-null	11.9s	91.3%	0.3%	552.6 MB	552.6 MB	1.7 GB	12.4s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	tcga-kipan	25.5s	122.1%	0.7%	1.2 GB	1.2 GB	2.6 GB	26.1s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	rosmap-fold_2-null	11.7s	96.9%	0.3%	558.7 MB	558.7 MB	1.7 GB	12.2s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	tcga-thca	26.7s	116.4%	0.6%	1.2 GB	1.2 GB	2.6 GB	27.3s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	GSE71669-fold_1	9.1s	99.9%	0.3%	624.5 MB	624.5 MB	1.7 GB	9.6s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-100_effect-2_sigma-indep_corr-0-fold_1	9.3s	97.5%	0.3%	582.3 MB	582.3 MB	1.7 GB	9.7s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	GSE71669-fold_2-full	13.3s	113.9%	0.4%	770.4 MB	770.4 MB	1.9 GB	13.8s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-1-fold_2-null	10.4s	96.7%	0.3%	588.1 MB	588.1 MB	1.7 GB	10.8s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-0-fold_1-null	10s	95.3%	0.3%	626.4 MB	626.4 MB	1.8 GB	10.4s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-0-fold_2-full	10.6s	97.0%	0.3%	552.6 MB	552.6 MB	1.7 GB	11s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-indep_corr-0-fold_2-null	10.3s	98.1%	0.3%	552.7 MB	552.7 MB	1.7 GB	10.7s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_2	9.7s	106.5%	0.3%	541.2 MB	541.2 MB	1.6 GB	10s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_1-diablo-null	4.4s	119.7%	0.1%	250.4 MB	250.4 MB	1.5 GB	4.9s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_1-diablo-full	4.5s	113.5%	0.1%	249.8 MB	249.8 MB	1.5 GB	5s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	GSE71669-fold_2	1.3s	144.3%	0.0%	91.7 MB	91.7 MB	1.3 GB	1.7s	512 MB
SPLITTING:SPLIT_TRAIN_TEST	sim-data_n-100_effect-2_sigma-def_corr-0.5	2.6s	87.7%	0.1%	132.7 MB	132.7 MB	816.5 MB	3.2s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	tcga-kipan-fold_1-diablo-full	5.5s	123.9%	0.2%	372.3 MB	372.3 MB	1.6 GB	6s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	tcga-kipan-fold_2-full	17s	120.3%	0.5%	914.5 MB	914.5 MB	2.1 GB	17.4s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	tcga-brca-fold_2-null	17.2s	112.9%	0.5%	874.5 MB	874.5 MB	2.1 GB	17.7s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	tcga-brca-fold_1-null	16.3s	107.2%	0.3%	658.4 MB	660.6 MB	1.8 GB	16.7s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0-fold_2-full	10.7s	102.4%	0.3%	552.6 MB	552.6 MB	1.7 GB	11.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0-fold_1-full	10.4s	100.4%	0.3%	552.7 MB	552.7 MB	1.7 GB	11s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-def_corr-1-fold_1-null	10s	96.3%	0.3%	552.6 MB	552.6 MB	1.7 GB	10.4s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-def_corr-1-fold_2-full	9.8s	97.5%	0.3%	552.3 MB	552.3 MB	1.7 GB	10.2s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-def_corr-0.5-fold_2-null	10.4s	95.6%	0.3%	552.3 MB	552.3 MB	1.7 GB	11s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-def_corr-0.5-fold_2-full	10.2s	97.3%	0.3%	555.4 MB	555.4 MB	1.7 GB	10.7s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-1-fold_2-null	9.7s	105.0%	0.3%	552.5 MB	552.5 MB	1.7 GB	10.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-1-fold_1-null	10.1s	106.3%	0.3%	659.7 MB	661.2 MB	1.9 GB	10.5s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-0-fold_1	9.9s	108.3%	0.3%	517.2 MB	517.2 MB	1.6 GB	10.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-0-fold_2-null	11.3s	102.8%	0.3%	660.5 MB	660.5 MB	1.9 GB	11.7s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	GSE71669-fold_2-diablo-full	4.5s	110.1%	0.1%	271.3 MB	271.3 MB	1.4 GB	5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_2-full	11.4s	121.2%	0.3%	620.7 MB	620.7 MB	1.7 GB	12.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-indep_corr-1-fold_2-diablo-null	3.7s	97.5%	0.1%	236.8 MB	236.8 MB	1.3 GB	4.2s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_2-null	10.9s	98.5%	0.3%	597 MB	597 MB	1.7 GB	11.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-indep_corr-0-fold_1-diablo-null	4s	86.4%	0.1%	251.2 MB	251.2 MB	1.5 GB	4.4s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-indep_corr-0-fold_2-diablo-full	3.5s	93.5%	0.1%	245.2 MB	245.2 MB	1.3 GB	3.9s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	tcga-kipan-fold_2-diablo-full	5.3s	119.0%	0.2%	404.9 MB	404.9 MB	1.6 GB	5.8s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	tcga-brca-fold_2-diablo-null	5.2s	109.0%	0.1%	270.6 MB	270.6 MB	1.4 GB	5.8s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-100_effect-2_sigma-def_corr-0-fold_2-diablo-full	4.2s	88.8%	0.1%	237.9 MB	237.9 MB	1.3 GB	4.7s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	tcga-brca-fold_1-diablo-null	5.5s	108.1%	0.2%	399.1 MB	399.1 MB	1.6 GB	6.1s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_DOWNSTREAM	sim-data_n-100_effect-2_sigma-def_corr-0.5	11.5s	97.0%	0.4%	701.3 MB	701.3 MB	2.2 GB	12s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-def_corr-1-fold_2-diablo-full	3.9s	88.5%	0.1%	249.3 MB	251.2 MB	1.5 GB	4.5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-100_effect-2_sigma-def_corr-0.5	12.2s	91.6%	0.3%	652.6 MB	652.6 MB	1.7 GB	12.6s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-def_corr-0.5-fold_2-diablo-null	3.6s	96.2%	0.1%	251.1 MB	253.1 MB	1.5 GB	4.4s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_effect-2_sigma-def_corr-0.5-fold_2-diablo-full	3.6s	99.8%	0.1%	249.5 MB	251.4 MB	1.5 GB	4.1s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-100_effect-2_sigma-def_corr-0.5	13s	90.1%	0.4%	699.4 MB	699.4 MB	1.8 GB	13.4s	512 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-500_effect-2_sigma-def_corr-0-fold_1	1.6s	118.4%	0.1%	100.9 MB	100.9 MB	1.2 GB	2.1s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-def_corr-1-fold_2-diablo-null	4.7s	111.2%	0.1%	249.1 MB	249.1 MB	1.5 GB	5.2s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-def_corr-1-fold_1-diablo-null	4.4s	117.4%	0.1%	253 MB	253 MB	1.5 GB	5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-def_corr-0-fold_2-diablo-null	4.4s	113.2%	0.1%	248.9 MB	248.9 MB	1.5 GB	4.8s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_2-diablo-full	4.5s	109.5%	0.1%	249.3 MB	249.3 MB	1.5 GB	5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-500_effect-2_sigma-indep_corr-0.5-fold_2-diablo-null	4.4s	116.0%	0.1%	248.7 MB	248.7 MB	1.5 GB	4.9s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0.5-fold_2-null	10.8s	98.8%	0.3%	552.4 MB	552.4 MB	1.7 GB	11.2s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0.5-fold_2-full	10.7s	102.7%	0.3%	569.1 MB	569.1 MB	1.7 GB	11.1s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0.5-fold_2	8.9s	96.2%	0.3%	520.2 MB	520.2 MB	1.6 GB	9.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0.5-fold_1-full	11s	104.8%	0.3%	555 MB	555 MB	1.7 GB	11.4s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-50_effect-2_sigma-def_corr-1	11.3s	97.7%	0.4%	699.6 MB	699.6 MB	1.8 GB	11.9s	512 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-50_effect-2_sigma-def_corr-0.5	11.2s	98.4%	0.4%	698.7 MB	698.7 MB	1.8 GB	11.8s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-50_effect-2_sigma-indep_corr-0.5	10.8s	97.2%	0.3%	652.4 MB	652.4 MB	1.7 GB	11.2s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	sim-data_n-50_effect-2_sigma-indep_corr-0	11.9s	96.4%	0.4%	701.7 MB	701.7 MB	1.8 GB	12.4s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	sim-data_n-500_effect-2_sigma-def_corr-0.5	13s	97.8%	0.3%	651.7 MB	651.7 MB	1.7 GB	13.4s	256 MB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-100_effect-2_sigma-indep_corr-0.5-fold_2	9.8s	97.5%	0.3%	525.9 MB	525.9 MB	1.6 GB	10.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-indep_corr-0.5-fold_2-null	10.2s	103.4%	0.3%	552.8 MB	552.8 MB	1.7 GB	10.6s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREPROCESS	tcga-brca	14.6s	97.4%	0.3%	666.1 MB	703.6 MB	1.8 GB	15s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-50_effect-2_sigma-def_corr-0-fold_2-null	9.7s	96.2%	0.3%	552.7 MB	552.7 MB	1.7 GB	10.2s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	GSE71669-fold_1-null	14.6s	110.2%	0.3%	599.1 MB	599.1 MB	1.7 GB	15s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	GSE71669-fold_2-null	13.2s	105.5%	0.4%	705.3 MB	705.3 MB	1.8 GB	13.6s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREPROCESS	tcga-blca	33.5s	98.0%	0.5%	878 MB	887.7 MB	2 GB	34s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-1-fold_2-null	10s	106.8%	0.3%	658.8 MB	660.1 MB	1.9 GB	10.5s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_n-50_p-200_j-3_beta-30_s-39-fold_1-diablo-null	3.1s	109.1%	0.1%	243.9 MB	243.9 MB	1.3 GB	3.5s	256 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-indep_corr-1-fold_1-null	9.7s	106.0%	0.3%	552.7 MB	552.7 MB	1.7 GB	10.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	tcga-kipan-fold_1-null	16.9s	115.1%	0.5%	909 MB	909 MB	2.1 GB	17.3s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-0-fold_1-null	9.9s	104.7%	0.3%	552.4 MB	552.4 MB	1.7 GB	10.3s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-1-fold_2	9.2s	97.7%	0.3%	515.8 MB	515.8 MB	1.6 GB	9.6s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_TRAIN	sim-data_n-100_effect-2_sigma-def_corr-1-fold_1	10s	95.3%	0.3%	515.7 MB	515.7 MB	1.6 GB	10.4s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-1-fold_1-full	10.7s	104.8%	0.3%	662.7 MB	662.7 MB	1.9 GB	11.1s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-0-fold_1-full	10.2s	106.0%	0.3%	663.5 MB	663.5 MB	1.9 GB	10.6s	1 GB
CROSS_VALIDATION:CV_R:DEMO_LOGIT:DEMO_LOGIT_PREDICT	sim-data_n-100_effect-2_sigma-indep_corr-0-fold_1	1.4s	146.0%	0.1%	134.1 MB	137.5 MB	1.3 GB	1.9s	512 MB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-0-fold_1-null	10.3s	103.6%	0.3%	659.1 MB	659.1 MB	1.9 GB	10.8s	1 GB
CROSS_VALIDATION:CV_R:DIABLO:DIABLO_TRAIN	sim-data_n-500_effect-2_sigma-def_corr-0-fold_2-full	12s	104.2%	0.3%	662.2 MB	662.2 MB	1.9 GB	12.4s	1 GB
